left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
nsh,0.9991935,0.99934995,0.9994552,0.9992582,0.99873364,0.99924594,0.9995495,0.9990185,0.9993251,0.999067,0.99920243,0.99938494,0.99955213,0.9989345,0.9994684,0.99899095,0.9988086,0.9994738,0.9992079,0.99844176
nsm,0.9996127,0.9993637,0.9992565,0.99923277,0.9993377,0.99929774,0.9994225,0.9991204,0.99892664,0.999406,0.9992757,0.9991446,0.9989625,0.99929047,0.9994873,0.99937487,0.9994923,0.99966055,0.9993288,0.99937963
ntr,0.9994064,0.9986769,0.9992842,0.999838,0.99890697,0.99926275,0.9996717,0.9991525,0.9992692,0.99899584,0.99888074,0.9991567,0.99922395,0.9987868,0.9992036,0.99890006,0.99908495,0.9990411,0.9991394,0.99916387
nud,0.9992282,0.9988529,0.99903566,0.9989883,0.99932057,0.9990779,0.99892247,0.9992794,0.99911904,0.99942154,0.99901664,0.9992226,0.99922824,0.99908316,0.9990694,0.99914575,0.9985112,0.9991442,0.9991164,0.9993018
nvi,0.9989699,0.998873,0.99948996,0.9992188,0.99928963,0.9982098,0.9995369,0.99883306,0.99957335,0.9992143,0.99914855,0.9992439,0.99949527,0.9987875,0.9993494,0.99924177,0.9991623,0.9993855,0.99914783,0.9992757
nwb,0.9990252,0.99931204,0.9993512,0.99932456,0.9993372,0.998791,0.9993268,0.9993068,0.99932635,0.99890685,0.9992902,0.99949616,0.99932027,0.9994428,0.99941945,0.99934864,0.9990936,0.9994004,0.9991251,0.9993554
nwi,0.999428,0.99862826,0.99938077,0.9994701,0.99941194,0.999264,0.99948883,0.999374,0.99907,0.9989293,0.99956334,0.99942267,0.9992727,0.9993005,0.99941254,0.9995465,0.99935496,0.9994601,0.99936444,0.99943185
nwj,0.9989736,0.999135,0.9992728,0.99894965,0.9988955,0.9991466,0.9985784,0.99896324,0.9990114,0.9988134,0.9985778,0.99902105,0.99888706,0.99934685,0.998651,0.99915564,0.9989699,0.9989686,0.9985442,0.99801815
nwk,0.9987184,0.9988558,0.9989922,0.99894786,0.9988694,0.99842453,0.99891496,0.99897563,0.9984756,0.9989842,0.998682,0.9990864,0.9989699,0.9986087,0.9986324,0.99898684,0.9987845,0.9987389,0.9989282,0.99896085
nxb,0.9991268,0.9994868,0.9994045,0.9994003,0.9995135,0.9993496,0.9992218,0.99931544,0.99956155,0.99950075,0.99921465,0.999387,0.9994248,0.9994879,0.9989529,0.99905837,0.99942064,0.9995022,0.99950504,0.99963987
nxh,0.9993366,0.9992722,0.99924254,0.9993391,0.9991838,0.99892783,0.9993473,0.9990661,0.9994107,0.9988482,0.9991781,0.99896586,0.99909806,0.9991046,0.9992083,0.9992929,0.99881434,0.9993952,0.9992488,0.9991191
nxo,0.9992243,0.9990686,0.9990705,0.9991962,0.9992158,0.99883246,0.9994408,0.99915946,0.9991809,0.9990357,0.9991228,0.99930644,0.99892306,0.9991972,0.99925673,0.99925566,0.99938166,0.9991851,0.99941176,0.99928725
nyd,0.9992591,0.99928474,0.9989443,0.9989447,0.9989048,0.9992709,0.9990592,0.99934095,0.99934995,0.99883026,0.9993197,0.999528,0.9993112,0.99911785,0.99938476,0.99918664,0.9993769,0.9991711,0.9993682,0.99901694
nyr,0.99925375,0.99924535,0.999176,0.9991714,0.99911,0.9990233,0.9992178,0.99913347,0.9990182,0.9990546,0.99909186,0.9989147,0.9993971,0.99923444,0.9992067,0.99910134,0.9991455,0.999327,0.99897206,0.998892
nys,0.9987251,0.9990291,0.9988699,0.99915004,0.9986702,0.999003,0.9989914,0.9991447,0.99915886,0.99907684,0.99858093,0.99714553,0.9985142,0.9990937,0.9988475,0.9990641,0.9989313,0.99883115,0.9986901,0.9991346
nyt,0.9991984,0.99961245,0.999233,0.999557,0.99881035,0.9995655,0.9993935,0.9995601,0.99960625,0.9994718,0.999102,0.9991329,0.99968255,0.9995109,0.9988951,0.99948764,0.99933636,0.9993883,0.999318,0.9994524
nyy,0.9992936,0.99938333,0.99965245,0.99893546,0.9995084,0.9994579,0.99936724,0.9993121,0.99945825,0.9995999,0.99929184,0.9998065,0.9989407,0.9992672,0.9988607,0.9976553,0.99930716,0.99946415,0.9993295,0.99926364
nyz,0.99912345,0.99925166,0.9995165,0.99930716,0.9987377,0.9992042,0.9993268,0.9992975,0.99938995,0.9992743,0.99924386,0.99945235,0.99900055,0.99913067,0.9988141,0.9992008,0.99877286,0.9993791,0.9992137,0.9994012
nzb,0.99933326,0.9995121,0.9994143,0.9994451,0.998925,0.9994464,0.99921334,0.99928486,0.99940616,0.99953115,0.9996251,0.9992115,0.9990289,0.9991263,0.99904096,0.9989276,0.9994512,0.9994638,0.99887973,0.99899125
nzw,0.99905086,0.9993858,0.99900377,0.99924123,0.9993396,0.9989877,0.9994253,0.999399,0.9985495,0.99932414,0.99920416,0.99916685,0.9992889,0.9991218,0.99938804,0.9992868,0.9995291,0.9992705,0.99949795,0.99949574
oad,0.9992403,0.99884695,0.9988795,0.99935985,0.99949425,0.99968565,0.99905026,0.9990414,0.9995576,0.99910647,0.9990649,0.99953485,0.99969184,0.99925756,0.9995009,0.99936783,0.99962604,0.99942386,0.9991717,0.9994231
obc,0.99879295,0.999308,0.9985473,0.99942094,0.9991461,0.9995146,0.9990001,0.9993478,0.9994475,0.9991313,0.9994576,0.99910337,0.9995715,0.99955195,0.9994298,0.99906284,0.9992756,0.99916875,0.99923027,0.9993819
obj,0.99819577,0.99863636,0.99796283,0.99879026,0.9988651,0.9986143,0.9979922,0.9979944,0.99835277,0.99871266,0.99871564,0.99828076,0.99818665,0.99861157,0.9983625,0.99861383,0.99852484,0.99792635,0.9984008,0.9985678
obx,0.9988751,0.9991525,0.99907154,0.9992045,0.99934304,0.99937576,0.9992708,0.9974195,0.99943006,0.9993899,0.99915177,0.99919605,0.99917114,0.998894,0.99945766,0.99899065,0.9992459,0.99945617,0.9993464,0.99912024
oby,0.9987575,0.9989778,0.9989013,0.99925107,0.99873185,0.9987142,0.9992309,0.9990456,0.9991563,0.99901676,0.9990436,0.99895114,0.9985719,0.99882686,0.9987775,0.99913,0.9983266,0.99881196,0.9993032,0.99896526
ocj,0.9987509,0.9992143,0.9991971,0.99902576,0.9990454,0.99892473,0.9992186,0.9988899,0.99902165,0.9987745,0.9990227,0.99919975,0.99889386,0.99907994,0.9992747,0.9991528,0.99934256,0.9986195,0.99879414,0.99874693
ocs,0.99870527,0.9991439,0.99926555,0.9990202,0.99930227,0.9994742,0.9991215,0.9992071,0.9991858,0.9993435,0.9994549,0.9992579,0.99932194,0.99903846,0.99914896,0.99934256,0.9989909,0.9991524,0.99934405,0.999153
oda,0.9988621,0.9995501,0.99935764,0.99961305,0.9985758,0.9987246,0.9993502,0.9985262,0.9991311,0.9994917,0.99848187,0.99912107,0.999367,0.99931324,0.9993812,0.9994771,0.99936116,0.99880284,0.9991714,0.9987266
odo,0.9990225,0.9985307,0.99896157,0.999021,0.99915755,0.9991164,0.99926394,0.9989128,0.9993554,0.99921036,0.99921656,0.99908936,0.9988688,0.99914736,0.999038,0.9991414,0.99889165,0.99899274,0.9992522,0.999192
oei,0.9989859,0.999168,0.9987844,0.9991164,0.99919045,0.9987071,0.99903464,0.99912983,0.9990256,0.9994228,0.998948,0.9991064,0.99929875,0.9990665,0.9994616,0.9995527,0.9990488,0.99930334,0.99909544,0.9990251
oek,0.99881387,0.9992852,0.99916905,0.9993214,0.99899095,0.99950755,0.99918956,0.9992063,0.999094,0.99892247,0.99920726,0.99925935,0.9990648,0.9991418,0.999398,0.99925977,0.9992484,0.99937844,0.9991024,0.9988793
oem,0.9992597,0.999328,0.9992241,0.9990755,0.99915105,0.9988357,0.9992506,0.9990721,0.998901,0.9981016,0.9991913,0.9989951,0.9971081,0.9991198,0.9992903,0.9989303,0.9993025,0.99922746,0.99909675,0.99918115
oer,0.99899596,0.9995804,0.9994609,0.99936354,0.9994756,0.9994011,0.9995208,0.9993421,0.999439,0.9989978,0.9990231,0.99891996,0.99939775,0.9992763,0.9983915,0.9991549,0.9995769,0.9991968,0.9992542,0.9991688
ofc,0.9989176,0.9990695,0.9993005,0.9990216,0.9991583,0.9991036,0.99917233,0.9989966,0.9987752,0.9992608,0.9989722,0.9993477,0.99931943,0.99896544,0.9984002,0.99899983,0.9993135,0.9991752,0.99913573,0.99927855
ofw,0.99868107,0.9985125,0.99862087,0.99893284,0.9981105,0.9990145,0.99859166,0.9989506,0.9984659,0.9986989,0.9989078,0.99828625,0.9988124,0.9987849,0.998824,0.99864674,0.99914086,0.99877894,0.9988171,0.998839
ofx,0.9992556,0.9988755,0.9994712,0.9993938,0.999346,0.999154,0.99926275,0.9992401,0.99893534,0.99949074,0.999248,0.999092,0.9990461,0.99906224,0.9990189,0.9991369,0.9994356,0.999431,0.9990107,0.99920833
ofy,0.9988361,0.99897224,0.9988749,0.99920046,0.9991991,0.9986845,0.99939054,0.9993033,0.9991824,0.999226,0.9993853,0.9989198,0.99856377,0.99925554,0.9993504,0.9993875,0.9987643,0.99923944,0.99910355,0.99889886
ogd,0.99964905,0.99930644,0.9995307,0.99913114,0.9993628,0.99934363,0.99948156,0.99865025,0.9986448,0.9993191,0.9994937,0.99942017,0.9986069,0.9991421,0.9993968,0.99929905,0.9991973,0.9993671,0.99956155,0.9992365
oge,0.999274,0.9987289,0.99887896,0.99944746,0.99901634,0.9993692,0.9991104,0.9992246,0.9991865,0.9993714,0.99896693,0.99904096,0.99929047,0.9989636,0.99907416,0.99907327,0.9990686,0.9993962,0.9993149,0.99925554
ogg,0.99832004,0.99866414,0.9984249,0.998281,0.9982698,0.99869424,0.9981595,0.998308,0.9984331,0.9988389,0.99887586,0.99861836,0.9984678,0.9978573,0.99797034,0.9986243,0.99827456,0.998549,0.99848956,0.9987477
ogo,0.99879634,0.9991077,0.99948215,0.9994811,0.9993113,0.9994365,0.99903065,0.99894494,0.99894196,0.9992511,0.99897385,0.9992161,0.9993007,0.99929976,0.9991871,0.9990043,0.99905294,0.999541,0.99921024,0.9993192
ohh,0.99890506,0.99873996,0.9986371,0.99861264,0.9984556,0.99842334,0.9983262,0.9984437,0.9991671,0.9984349,0.9986694,0.99869686,0.9985671,0.9983052,0.99868876,0.9984751,0.9984242,0.99788177,0.9985843,0.9987669
oie,0.99915135,0.9984384,0.9987564,0.998921,0.9989159,0.9991379,0.99903536,0.9990123,0.99904966,0.9986089,0.9991722,0.99876195,0.9987308,0.99860334,0.9989116,0.99896467,0.99921525,0.9989558,0.9987997,0.9989386
oin,0.9992747,0.99926007,0.99879956,0.9991529,0.99917066,0.9993028,0.99918556,0.99921346,0.99856055,0.9994815,0.99941635,0.9986346,0.9991684,0.99925745,0.9991778,0.9991428,0.9992417,0.99927914,0.99943674,0.9991027
oio,0.999112,0.9989654,0.9990969,0.999073,0.99883217,0.99932367,0.9992164,0.9990922,0.99884546,0.9991298,0.999012,0.9993605,0.9989182,0.99907625,0.9991231,0.999198,0.99905306,0.99880934,0.9987529,0.9989507
oit,0.9990759,0.99940526,0.99919987,0.9988471,0.9988444,0.9994385,0.99940425,0.99906987,0.9994137,0.9994024,0.9993769,0.9992169,0.99917334,0.9994043,0.9995065,0.99935305,0.9987415,0.9992056,0.99947923,0.9993459
oix,0.99911064,0.9991574,0.99905133,0.9994011,0.9995209,0.9991631,0.99857724,0.99946535,0.99914944,0.999456,0.99922776,0.9987926,0.99842,0.9992782,0.9995261,0.9989049,0.9993396,0.9991027,0.9992407,0.999255
oiy,0.99903834,0.9993511,0.99914825,0.999014,0.99905735,0.99890494,0.9991369,0.998824,0.9995156,0.998494,0.9990314,0.9986737,0.9991332,0.99911696,0.99919176,0.9995712,0.9991785,0.9993243,0.9990985,0.99941677
oji,0.9987506,0.9989094,0.999162,0.99899876,0.999038,0.9992827,0.99868274,0.99911094,0.99921906,0.99884796,0.99900407,0.99885523,0.9991002,0.99924463,0.9989953,0.99917054,0.9981569,0.9986845,0.9993665,0.99923086
okh,0.9989518,0.9994359,0.9992666,0.99899846,0.99934864,0.9993924,0.9994117,0.99929863,0.99920624,0.9994173,0.99936503,0.9992987,0.9990419,0.9993216,0.9994757,0.9995717,0.99924266,0.9990756,0.99937963,0.9992535
oks,0.9994097,0.99930465,0.99919146,0.9994423,0.99947435,0.99933714,0.99940556,0.99944353,0.999154,0.99912596,0.99938214,0.9991279,0.9993564,0.99946,0.99856246,0.99899006,0.9992142,0.9990258,0.9992752,0.99866414
olk,0.99911606,0.9992167,0.9992419,0.99901754,0.9993001,0.9987429,0.9990963,0.9991443,0.99901867,0.9992858,0.9991778,0.99919355,0.9990646,0.99885106,0.99870265,0.9992075,0.9990263,0.9986367,0.99949497,0.99922633
oln,0.9991586,0.9991969,0.9991962,0.9990432,0.99895084,0.9993859,0.99934864,0.9990186,0.9987514,0.99867624,0.9992034,0.99917096,0.99918544,0.9986259,0.9991163,0.999086,0.99908864,0.99901056,0.9990129,0.99932694
oms,0.9993898,0.99893475,0.99901146,0.99905026,0.99910927,0.9992428,0.9991714,0.9989033,0.99888533,0.99929285,0.99921346,0.99889106,0.9992772,0.9991498,0.9989521,0.9989276,0.9988383,0.9991433,0.99899876,0.9991868
omv,0.9991925,0.99876237,0.99936974,0.99944174,0.9994881,0.99918294,0.9994277,0.9992219,0.99917644,0.9993121,0.99904656,0.99917203,0.99947786,0.9992863,0.99933606,0.9990116,0.99933755,0.9987598,0.9994334,0.99949265
onl,0.9988761,0.99891615,0.9991609,0.99890435,0.99908805,0.9987584,0.998991,0.9988458,0.99886274,0.99886334,0.9990207,0.99905246,0.99864805,0.99860466,0.9989084,0.99862444,0.9993617,0.9990362,0.99749154,0.9989519
onm,0.99844635,0.9989833,0.99894917,0.9988869,0.9986836,0.99842805,0.9986576,0.9987962,0.9989897,0.9988073,0.99910986,0.99917346,0.998473,0.99883497,0.9987431,0.9988838,0.99891424,0.9980793,0.998951,0.9987572
ooc,0.9991804,0.99921036,0.9988256,0.99924314,0.99891263,0.9989824,0.9993074,0.99924916,0.9991586,0.9993067,0.99925625,0.999178,0.9992034,0.9991144,0.99909294,0.9992087,0.99905103,0.99879175,0.99915934,0.99906427
ooj,0.99925995,0.9992185,0.9991927,0.99943465,0.9993844,0.9990469,0.99962246,0.99935126,0.99903816,0.99941164,0.9992193,0.9986819,0.9991129,0.99923897,0.9993208,0.99925506,0.99921435,0.9988681,0.9991416,0.99935323
oos,0.99887383,0.99940324,0.9988245,0.9989834,0.9988892,0.99890244,0.99914885,0.9991448,0.99887145,0.9991401,0.99891734,0.9989822,0.9990696,0.99894804,0.9988681,0.9988885,0.99909484,0.99885285,0.99901116,0.9985657
oov,0.9988329,0.9990792,0.99908936,0.9992744,0.9987557,0.99907553,0.9990946,0.99895835,0.9991327,0.99899673,0.9988527,0.99906063,0.9990305,0.9991182,0.9989995,0.9990642,0.99921453,0.99903303,0.99881256,0.99915487
opq,0.9993768,0.9996207,0.99952877,0.9992833,0.9992052,0.9994799,0.9990778,0.9988607,0.9995876,0.998643,0.9995441,0.99943334,0.9993027,0.99920905,0.9992878,0.99922836,0.9992748,0.99941576,0.9994925,0.99906373
oqh,0.9994767,0.9993483,0.999015,0.99944746,0.99931467,0.99931264,0.9994776,0.9991604,0.9992359,0.99763304,0.9991049,0.99905676,0.9988301,0.99952227,0.9995231,0.9993081,0.9993048,0.9995009,0.99911606,0.99914277
oqw,0.99932015,0.99810743,0.99881506,0.99928087,0.9991827,0.99916834,0.9994445,0.99922174,0.99915594,0.9988235,0.9992628,0.9989316,0.9991443,0.9991173,0.9992374,0.9991314,0.99890625,0.9990779,0.99917734,0.99851286
oqy,0.99924344,0.9992868,0.9992049,0.9994251,0.9992435,0.9992879,0.9993038,0.99870765,0.999056,0.9987547,0.99913806,0.9990879,0.99935496,0.99925447,0.9990582,0.9990741,0.9986249,0.9992448,0.99948514,0.99914646
orc,0.9990852,0.9994229,0.99928206,0.9994798,0.99917674,0.9989516,0.99921656,0.99836206,0.99937844,0.9992949,0.99931806,0.99944055,0.99865144,0.9989728,0.9995157,0.9972877,0.9988806,0.9992131,0.9990435,0.999312
orj,0.9993935,0.9993242,0.9992942,0.99909973,0.99919105,0.9993769,0.9993401,0.9993624,0.9991401,0.99922043,0.99941623,0.9994701,0.999446,0.99901766,0.9992117,0.9992617,0.99914443,0.9993954,0.999508,0.9993948
oro,0.99920005,0.9988709,0.99934447,0.9992976,0.9992128,0.99939775,0.99930847,0.99946463,0.9992931,0.99929553,0.999401,0.9992593,0.9991866,0.9985306,0.9993713,0.99945503,0.99922764,0.9991576,0.999425,0.99933916
orp,0.99860746,0.9986567,0.9989197,0.99905,0.9987465,0.998894,0.99917054,0.99909645,0.9988026,0.9990335,0.9989118,0.9991907,0.99905694,0.99903923,0.99882305,0.9988094,0.9988945,0.9990104,0.99919033,0.99918544
osg,0.9991357,0.9991057,0.99911714,0.9990444,0.9991753,0.999107,0.99926573,0.9991957,0.99902433,0.9991519,0.99914336,0.99893445,0.9992994,0.99917877,0.9991238,0.99904907,0.99916625,0.99918807,0.9990565,0.9994119
osx,0.99945444,0.99948466,0.99936306,0.99951446,0.99874187,0.9994601,0.9993397,0.9994042,0.99963856,0.99961376,0.99944264,0.9993925,0.999304,0.99905753,0.9994403,0.99947375,0.9994099,0.99814534,0.9992037,0.99941
ota,0.9988382,0.99943835,0.9989946,0.9992368,0.9993528,0.99935675,0.9993271,0.99942017,0.9992876,0.99929357,0.99924767,0.9992528,0.99914646,0.9989177,0.9995009,0.99927413,0.9988922,0.9992808,0.99904966,0.9991249
ouk,0.99918985,0.9992671,0.9992917,0.99932694,0.99874634,0.99876964,0.9991932,0.99892914,0.99937415,0.9987589,0.9988537,0.99937236,0.99924254,0.9991273,0.99921805,0.99904585,0.99926066,0.9992485,0.999024,0.99933356
oum,0.9994673,0.9993539,0.99947333,0.99961644,0.9993098,0.9995179,0.9994413,0.9994816,0.99913967,0.9994491,0.9992877,0.9994652,0.99947983,0.99939567,0.9994527,0.9992974,0.9992286,0.999557,0.99891055,0.99941343
out,0.9992919,0.9990145,0.99959975,0.99927497,0.9987093,0.9988233,0.9990565,0.99898976,0.99895,0.9993496,0.99942476,0.99951047,0.9992158,0.99935913,0.9991182,0.99910575,0.9986383,0.99907005,0.9993925,0.99931735
ovb,0.99919456,0.99894005,0.9992752,0.99909043,0.9989434,0.99897265,0.99946386,0.99920666,0.99849975,0.9994538,0.9993899,0.9992772,0.9987323,0.99940234,0.9989387,0.9993043,0.9991362,0.9991495,0.9993867,0.999249
ovm,0.9992087,0.9988322,0.9987921,0.99890447,0.9994144,0.99933505,0.99893665,0.99890834,0.99957925,0.99911666,0.9991106,0.9989656,0.9988615,0.99928534,0.9988116,0.9994093,0.99917376,0.99938565,0.99941754,0.9990077
ovo,0.99921113,0.9994256,0.99906576,0.998309,0.9988835,0.9988674,0.9994419,0.9992374,0.9992574,0.9986188,0.99862814,0.99958575,0.9988905,0.99875224,0.99911463,0.999071,0.99888283,0.9993961,0.999298,0.9990783
ovr,0.9989581,0.9985739,0.9989413,0.99892485,0.9990958,0.9985841,0.99924064,0.9991672,0.9988733,0.99893147,0.9986862,0.9988964,0.99884856,0.99909437,0.9987389,0.9989683,0.9988992,0.9985728,0.99904835,0.9989123
ovs,0.99898535,0.99948955,0.99937546,0.997156,0.99912864,0.99903476,0.9991788,0.9990916,0.99948823,0.9957758,0.99952865,0.99878263,0.9992004,0.9992672,0.998577,0.9990721,0.99867594,0.99944735,0.99895495,0.9989481
ovx,0.9975366,0.9988593,0.9989519,0.99903697,0.99891293,0.99924004,0.99913675,0.9989266,0.9979253,0.9989407,0.9993496,0.99909985,0.9990918,0.99888074,0.99882394,0.9976804,0.99917483,0.9989476,0.999259,0.9990944
owd,0.9989956,0.9969653,0.99934536,0.99909496,0.99934876,0.99895144,0.9989304,0.99895936,0.99931955,0.99914646,0.9993386,0.9989036,0.99898875,0.9994021,0.99911857,0.9988384,0.99885726,0.999377,0.99910295,0.99928224
owu,0.99919266,0.99832916,0.9992509,0.9992192,0.9991592,0.9990834,0.9991958,0.99902683,0.9991542,0.9994875,0.99935716,0.99853134,0.9991064,0.99931264,0.9992796,0.99909467,0.9993762,0.9991564,0.99881566,0.9991958
oxd,0.99927276,0.9988803,0.9994643,0.99932504,0.999002,0.9996801,0.9991175,0.9991657,0.9990799,0.9990126,0.9992442,0.99946487,0.99946994,0.99884266,0.9994395,0.9992517,0.999569,0.9994769,0.9992596,0.99933755
oxj,0.9990859,0.9995314,0.99936557,0.99922615,0.99923205,0.99918556,0.9988861,0.9993884,0.99936867,0.9990655,0.9992343,0.9989532,0.99903536,0.99921536,0.9992821,0.9993881,0.9993268,0.9990186,0.9992532,0.9989768
oxm,0.99951947,0.999355,0.99914795,0.99937105,0.9993401,0.9997108,0.9993248,0.99949104,0.99939656,0.99933696,0.99927145,0.9993948,0.99932253,0.9994441,0.99926823,0.9992183,0.9994137,0.99917567,0.9987334,0.99782425
oxo,0.99935865,0.9991195,0.99940383,0.9989262,0.9989808,0.9993127,0.9994566,0.9995006,0.9992053,0.9988931,0.9989351,0.9991407,0.999457,0.99927044,0.99880195,0.9992684,0.9995105,0.999463,0.99946666,0.9994118
oxt,0.9996171,0.99875236,0.9992413,0.9996574,0.99949825,0.9992448,0.99961114,0.9994712,0.99889046,0.99933875,0.9995618,0.99962366,0.99934006,0.99957204,0.99927914,0.9995023,0.9994726,0.9989171,0.9996457,0.99928653
oxu,0.9988387,0.9987972,0.99875575,0.9987999,0.9990431,0.9990661,0.99912405,0.99885523,0.998898,0.998719,0.9986265,0.99908364,0.9989833,0.99901175,0.9987173,0.9987854,0.998984,0.9986669,0.99882865,0.9992393
oyl,0.9993335,0.999352,0.99959946,0.9990685,0.9992323,0.9993305,0.9995206,0.9993968,0.99938834,0.99891067,0.99844825,0.99693036,0.99946404,0.99931383,0.99879396,0.99922305,0.99907506,0.99957955,0.99920255,0.9993979
oyr,0.9995007,0.9992,0.9994148,0.9992825,0.99945813,0.9995241,0.9992503,0.99908334,0.998962,0.9994065,0.9995688,0.9995581,0.99927616,0.99939257,0.9993808,0.99918574,0.9989667,0.9993479,0.99931926,0.999408
ozj,0.9970212,0.9996528,0.9990556,0.99932414,0.9992153,0.9978976,0.9993317,0.9992269,0.99916697,0.99928236,0.99946094,0.9995883,0.99949276,0.9996594,0.9989205,0.9994711,0.9993789,0.99907345,0.99957776,0.9987502
pag,0.9994482,0.9992019,0.99949443,0.99898803,0.9993817,0.9989974,0.99946594,0.99887013,0.998891,0.9994642,0.99918264,0.9995573,0.9991822,0.99926317,0.9994885,0.99944115,0.999084,0.99935466,0.99929386,0.999154
pam,0.9988108,0.99915135,0.9986346,0.9987238,0.99908006,0.9989539,0.9990807,0.9992887,0.99907076,0.99907607,0.99900484,0.9990937,0.9983082,0.9990287,0.9977075,0.99908483,0.9988372,0.99927574,0.9990115,0.99869865
pan,0.999215,0.99902046,0.99845743,0.99939865,0.999179,0.99907327,0.99904287,0.99893,0.9990137,0.999181,0.99934834,0.9993216,0.99896556,0.99886847,0.99906856,0.9989834,0.9990518,0.9993613,0.99942005,0.9989071
pau,0.99858105,0.998512,0.99860716,0.99864876,0.99850404,0.99880147,0.99815977,0.9984287,0.99862295,0.99828666,0.9987215,0.99894524,0.9982643,0.99837565,0.9983364,0.9984165,0.9986683,0.99837685,0.99845934,0.9980457
pbb,0.9994886,0.9993253,0.9990164,0.9991322,0.9993068,0.99903363,0.9993339,0.99894434,0.9988407,0.9991591,0.9991937,0.9989772,0.9977423,0.9991734,0.9992207,0.99914896,0.9992224,0.99885815,0.9989922,0.9990461
pbn,0.99906516,0.99909145,0.99932486,0.9991071,0.99956167,0.99927866,0.9991565,0.9993794,0.999274,0.9988583,0.9990659,0.9990045,0.9991394,0.99929905,0.9989399,0.99914193,0.99905604,0.99913657,0.9989606,0.9991753
pcf,0.999358,0.99912965,0.99935967,0.99909174,0.99907875,0.9991337,0.9994352,0.99931157,0.999428,0.9994796,0.99949855,0.99905586,0.99964154,0.99901664,0.99939454,0.9988849,0.9993197,0.99935853,0.99953467,0.99942595
pcp,0.9992955,0.9990897,0.99874306,0.9989717,0.998294,0.9992578,0.9993204,0.99892205,0.9991552,0.9992466,0.9989593,0.99911946,0.999233,0.9991535,0.99924815,0.99895763,0.99882853,0.99913925,0.99904007,0.9991898
pdm,0.99922967,0.9992229,0.9993487,0.9992595,0.9994481,0.99936575,0.9992141,0.9991077,0.99952483,0.9995178,0.9993439,0.9991143,0.9989264,0.9990644,0.9992633,0.9990665,0.99933183,0.999066,0.99950427,0.99864554
pdo,0.99892855,0.9990079,0.99917483,0.9992995,0.9992139,0.999176,0.99907947,0.998701,0.9991245,0.9991918,0.9992358,0.9992653,0.9979151,0.9993589,0.9992336,0.99932945,0.99919844,0.9991859,0.9991561,0.9994172
peb,0.9986472,0.9990499,0.99883914,0.99896264,0.99905634,0.9988608,0.99896646,0.9993096,0.99901736,0.9989367,0.99908507,0.99919903,0.9991023,0.99903655,0.99938494,0.9982358,0.9988477,0.99884117,0.9985419,0.99914485
pee,0.9993739,0.9993637,0.99943286,0.9993049,0.9994074,0.99920535,0.99891436,0.9994569,0.99929273,0.9992432,0.99922633,0.99917203,0.999155,0.9992366,0.9992279,0.9984604,0.99957716,0.9991075,0.99950707,0.99904484
peg,0.99924684,0.99919605,0.99915636,0.9989691,0.9991965,0.99924344,0.99921286,0.99909675,0.9988991,0.99891305,0.998979,0.99920577,0.99904376,0.9987296,0.99919975,0.99886686,0.9989023,0.9987572,0.9989407,0.9988845
peo,0.99866533,0.99891347,0.9989058,0.99926233,0.99929386,0.99912363,0.99897873,0.99921966,0.99924505,0.99931955,0.9991907,0.9991927,0.9989978,0.9981395,0.99952126,0.9992726,0.9990346,0.9991393,0.9994303,0.9993911
peq,0.9993061,0.99952495,0.9991454,0.9993699,0.99924904,0.99923086,0.9993713,0.9990803,0.99957997,0.9993967,0.99943256,0.9993033,0.99895227,0.99868,0.999557,0.9991823,0.99940157,0.9992854,0.9992615,0.99919367
pev,0.99942315,0.9988148,0.99952245,0.99950355,0.99909973,0.9995016,0.9992074,0.9988209,0.9995298,0.99896383,0.9991188,0.9994501,0.9993243,0.9992125,0.99928194,0.9993683,0.9994608,0.99916387,0.9991624,0.9971994
pfc,0.9987183,0.99889565,0.9986075,0.99864244,0.9994233,0.9989202,0.998625,0.99897146,0.9988816,0.99912536,0.998725,0.9988567,0.9990884,0.9990456,0.9988382,0.9990257,0.99857795,0.9987829,0.99882585,0.99887145
pfw,0.9994221,0.99928886,0.9995727,0.9994967,0.9993865,0.99952054,0.9991194,0.9994671,0.9984541,0.9995612,0.9994203,0.99949294,0.9989873,0.99929833,0.99944776,0.99943465,0.99853516,0.9993892,0.9992568,0.9993486
pfx,0.99950385,0.99950176,0.99931204,0.99892163,0.99950993,0.9993502,0.99915206,0.9993634,0.9993341,0.99904716,0.9990294,0.99910855,0.99891007,0.9990482,0.9987462,0.9993967,0.9989433,0.9992145,0.9993459,0.9994291
pgc,0.9992654,0.9993304,0.9993298,0.99935955,0.9993712,0.99813914,0.99899024,0.99928325,0.9991095,0.9988505,0.99950707,0.99943113,0.99885845,0.99947417,0.9992403,0.9991433,0.99914855,0.9992097,0.9992684,0.99948776
pgk,0.9987917,0.9992274,0.9991003,0.9993999,0.99945474,0.99947476,0.9994562,0.9990038,0.99908257,0.998999,0.9993191,0.9993484,0.9992136,0.99941313,0.9994931,0.99940693,0.9990165,0.9991956,0.9992829,0.9988505
