left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
lcc,0.093942836,0.4488784,0.48315516,0.37470096,0.6357384,0.49986348,0.13656375,0.08092157,0.7354151,0.4332611,0.062702864,0.07473208,0.38282523,0.10124901,0.55094314,0.05575553,0.49164173,0.10639621,0.11838174,0.4775567
lcg,0.16037238,0.40786004,0.18850344,0.14298819,0.63434446,0.12632191,0.24080846,0.21702713,0.45070022,0.53646195,0.10484224,0.6848831,0.7267809,0.08846931,0.3680038,0.5985549,0.5047574,0.13234532,0.5375773,0.104412116
lcn,0.7628963,0.20305693,0.24521768,0.3336476,0.6044866,0.2769913,0.7618021,0.58444864,0.23960972,0.6904753,0.76103175,0.6064131,0.15261865,0.22487858,0.29104108,0.7261667,0.8124938,0.66008586,0.18578646,0.3901804
lcu,0.60657036,0.51649,0.07557119,0.8757304,0.40143028,0.08922614,0.11347517,0.2525367,0.4674657,0.11446082,0.08856977,0.15888187,0.7710242,0.12970588,0.37366182,0.42662182,0.49401096,0.124166064,0.8533422,0.8347119
lcz,0.21604057,0.17274475,0.2383391,0.52879775,0.16218922,0.69061065,0.22914496,0.74627733,0.67577463,0.25199026,0.21388787,0.3757228,0.59231716,0.39379206,0.17867528,0.784566,0.4081856,0.18740717,0.31566018,0.18451269
ldh,0.08770182,0.12948558,0.22125563,0.14974687,0.16391498,0.3957011,0.093210414,0.031236546,0.7187656,0.5370537,0.5199418,0.035621103,0.4641235,0.4673166,0.25699633,0.19289072,0.75971687,0.57888836,0.52682483,0.5312774
ldn,0.41231844,0.2967354,0.3253055,0.29205132,0.7610482,0.60322505,0.15732068,0.55986124,0.4097923,0.64609945,0.437501,0.26615518,0.6377079,0.51373285,0.37051478,0.33805063,0.34787345,0.30860102,0.70496345,0.30956614
ldq,0.26554295,0.15403447,0.11258917,0.12684366,0.19524193,0.437042,0.9469116,0.4434469,0.37737858,0.2744288,0.67323285,0.3821267,0.3359202,0.11770171,0.08333841,0.1596866,0.6425586,0.54693353,0.21581398,0.16896102
ldt,0.694144,0.538986,0.04303635,0.24812137,0.12120712,0.116637185,0.8832779,0.82161003,0.26679638,0.504213,0.11720002,0.7772766,0.29584748,0.18075505,0.89341486,0.85164297,0.116892286,0.11223075,0.11507662,0.19215629
ldx,0.5370362,0.3411731,0.13526095,0.13722865,0.1485437,0.53583807,0.5004652,0.10067577,0.20333403,0.4465261,0.46630698,0.45080638,0.28980857,0.54189765,0.9095717,0.1427862,0.82171106,0.66179204,0.19635776,0.8919604
ler,0.55832946,0.18751293,0.39588052,0.4397307,0.8150617,0.131939,0.18276864,0.79854083,0.21674606,0.8402575,0.72827446,0.17234474,0.10098483,0.29806778,0.25478107,0.113772035,0.6160909,0.8514042,0.08710925,0.44812635
lgw,0.24262464,0.14047782,0.75214696,0.22745329,0.4088295,0.95312166,0.184941,0.50327986,0.88551706,0.2939794,0.18085167,0.15267435,0.5068305,0.043708418,0.43062764,0.103065304,0.29938424,0.9738427,0.14894104,0.8049897
lha,0.4960966,0.25263172,0.6493627,0.20179132,0.32542872,0.41923153,0.59851956,0.17934218,0.19050571,0.3747372,0.3023206,0.44004944,0.5107552,0.5088489,0.39826435,0.55256,0.19972904,0.40646988,0.68525827,0.22243609
lhh,0.12052594,0.41005254,0.6582789,0.516335,0.7939696,0.21406019,0.48374224,0.60458386,0.56818545,0.4837079,0.14755064,0.35064828,0.39471543,0.6116678,0.57716477,0.19761135,0.2537608,0.4157336,0.68859947,0.48853782
lhj,0.1904155,0.3314926,0.50453496,0.74327874,0.7345124,0.58241063,0.7388425,0.1760611,0.6183049,0.19960439,0.7654433,0.5977739,0.50305986,0.42449468,0.15214366,0.15676512,0.15365458,0.36446658,0.34550208,0.45724532
lho,0.15454262,0.13239402,0.56312907,0.88130575,0.22166938,0.8358532,0.13860679,0.16083181,0.41055605,0.28846806,0.67237145,0.14705051,0.14530489,0.6224636,0.3113106,0.14860173,0.55288947,0.80008113,0.46916494,0.21114232
lhv,0.16204461,0.34287897,0.7855642,0.4234777,0.64384997,0.5946255,0.12501891,0.2524086,0.56529254,0.4192888,0.15698528,0.6001699,0.5038656,0.7210972,0.206157,0.77196634,0.4318943,0.8241775,0.28603104,0.8909636
lia,0.14638616,0.09199967,0.21782973,0.4267142,0.99860096,0.99971783,0.17109434,0.64166427,0.9980762,0.12930241,0.16262841,0.19708109,0.11345656,0.23881179,0.9890831,0.18316795,0.120370045,0.08482833,0.12354928,0.20589653
lic,0.27253628,0.4355324,0.27499908,0.7381888,0.50796986,0.6193843,0.12821084,0.63515395,0.16333827,0.33649427,0.9332681,0.4041415,0.8039726,0.39855775,0.31453475,0.4797225,0.47668594,0.75644207,0.34600762,0.59811103
lie,0.5742872,0.33280239,0.14586544,0.1530344,0.6667249,0.14713684,0.21917948,0.4828861,0.47883028,0.15520737,0.42554694,0.36611366,0.3746841,0.6681931,0.14186327,0.19518107,0.2856331,0.3155564,0.21406138,0.9115953
lji,0.35427818,0.4953773,0.2074356,0.34664756,0.62693983,0.27134883,0.5662309,0.21268153,0.45071885,0.6385667,0.3254363,0.2384756,0.7618,0.4858004,0.14504269,0.37215614,0.47054476,0.93294704,0.14412844,0.48577476
ljw,0.12653127,0.21518096,0.2608416,0.17181328,0.17055899,0.5425871,0.18820035,0.19948214,0.21670292,0.11515589,0.094159804,0.17448527,0.15388879,0.5772078,0.20622534,0.21341357,0.15015301,0.2752128,0.92321557,0.1576924
ljy,0.26533824,0.10556022,0.58250034,0.5315045,0.11947039,0.1882409,0.3733204,0.51784587,0.2808832,0.69147706,0.67095685,0.45918614,0.46603042,0.72835183,0.64429635,0.33223355,0.69087946,0.43887326,0.6802026,0.22844133
lkh,0.9899944,0.15177083,0.507187,0.14238454,0.155239,0.113651186,0.12873779,0.1462506,0.99543726,0.11450963,0.18684277,0.14478931,0.9964913,0.14297974,0.11678052,0.99751425,0.11199647,0.9896092,0.15540265,0.90793943
lkn,0.52603745,0.25478554,0.38979578,0.3499492,0.43754953,0.36848205,0.61698294,0.30789405,0.24160285,0.38425696,0.10458112,0.60434717,0.35993376,0.7268876,0.3719836,0.21603853,0.51133054,0.649277,0.5115119,0.24464107
llc,0.1826705,0.09124267,0.122782424,0.22101526,0.15627447,0.078506246,0.046583567,0.4916106,0.097859174,0.26160246,0.07201533,0.48732278,0.11308634,0.80174595,0.076583184,0.073857844,0.087557316,0.26558506,0.11287568,0.08568837
lld,0.301997,0.43339792,0.20517325,0.17270753,0.7079494,0.12870513,0.47777188,0.724756,0.46933132,0.31078678,0.33910522,0.1641962,0.49201497,0.3105278,0.48483968,0.20944013,0.46358454,0.35992238,0.35335127,0.5006357
llf,0.74902135,0.56044215,0.2129394,0.20303251,0.63276106,0.4716164,0.30024007,0.36285365,0.41968584,0.5304857,0.20396629,0.36775672,0.56557,0.19367126,0.2553456,0.18255155,0.2516892,0.77258575,0.2443927,0.28630063
llk,0.48734587,0.38750395,0.36385605,0.118940994,0.45070073,0.24897414,0.3336482,0.766753,0.75418377,0.52348626,0.3968716,0.5331774,0.2553263,0.86908245,0.2917323,0.35990405,0.84101105,0.16751222,0.3156471,0.25295058
llm,0.1307124,0.1392039,0.63846874,0.33814794,0.1301038,0.7640162,0.52173567,0.6974186,0.78158414,0.6910298,0.17428073,0.15833944,0.6710685,0.124533296,0.35753065,0.5070259,0.12600982,0.14306156,0.12739068,0.11326766
llw,0.1990913,0.7375231,0.11098069,0.23713255,0.9334083,0.12761527,0.27786565,0.79978216,0.25404778,0.9086481,0.8250267,0.4952616,0.94782156,0.755456,0.7712245,0.6068063,0.08736755,0.120287195,0.13697225,0.18253094
lmk,0.70998216,0.11383015,0.7101376,0.26853037,0.46188715,0.4417048,0.14502689,0.7760261,0.07704122,0.5251857,0.5597122,0.5384612,0.5091491,0.60456157,0.6553892,0.30927855,0.67862546,0.3301791,0.4972883,0.2672647
lmm,0.13601743,0.089182116,0.09384477,0.44992578,0.505126,0.16986133,0.12067631,0.32530028,0.14428362,0.24841306,0.28337014,0.23322004,0.117148384,0.8068912,0.16482022,0.28155717,0.3108748,0.5320647,0.2712618,0.21653381
lmo,0.37749743,0.46143106,0.2696637,0.5293756,0.8577727,0.30663455,0.50841296,0.3004319,0.252995,0.82987386,0.27540392,0.29301047,0.7599938,0.25088406,0.25827953,0.58507586,0.27774316,0.26561537,0.5322137,0.86781824
lmp,0.37340647,0.15507773,0.96768,0.050059795,0.49191394,0.052704856,0.22381195,0.51237255,0.32917297,0.33101177,0.16738676,0.17862561,0.4154696,0.49786872,0.7059338,0.1844117,0.71718013,0.4333437,0.50624025,0.56079924
lnb,0.13230902,0.17961107,0.18366873,0.16316922,0.22161593,0.13959578,0.16687363,0.3007516,0.13280094,0.9955949,0.99759954,0.19964805,0.12631318,0.9975353,0.17541918,0.11806105,0.1480151,0.22111017,0.049471006,0.14961614
lnv,0.12877014,0.11145004,0.12085505,0.99757326,0.2092655,0.18031833,0.6719136,0.4068873,0.21457613,0.18179679,0.17065522,0.30970505,0.2956949,0.19500914,0.24070504,0.19227864,0.18314476,0.9981065,0.2916152,0.23905437
lnx,0.26737535,0.2519691,0.50389934,0.109432526,0.43560582,0.34458947,0.30297744,0.7711413,0.40636685,0.23771252,0.83740324,0.3957546,0.26719177,0.46225113,0.11615948,0.60315454,0.5458092,0.20131922,0.9225744,0.7893707
lnz,0.46181184,0.5830853,0.2932688,0.12603217,0.5436499,0.8649318,0.49972817,0.48452586,0.49444553,0.7465501,0.17731687,0.11969909,0.24955708,0.6258117,0.20522392,0.19116828,0.53752995,0.5971237,0.6244919,0.12213912
log,0.24412298,0.056867056,0.16996804,0.9973546,0.11828264,0.11719172,0.25862974,0.18388999,0.21460082,0.2425645,0.24890006,0.2219158,0.14885688,0.14042857,0.14126849,0.49607968,0.1429905,0.1287649,0.9962152,0.99716836
loj,0.27419376,0.2806772,0.42402354,0.18806207,0.8227839,0.58040583,0.43490225,0.6406001,0.21371505,0.6723321,0.58555675,0.19354329,0.22068867,0.21900535,0.5719893,0.19530925,0.23051909,0.46376002,0.47779703,0.7057384
lpb,0.92345715,0.84295344,0.16861877,0.28858417,0.8219043,0.26933837,0.2529323,0.1700735,0.30131269,0.2843411,0.41912878,0.22387171,0.5383857,0.52052844,0.6673955,0.31074813,0.31866047,0.143549,0.9091711,0.2328851
lpe,0.21212971,0.22771253,0.7560745,0.4739812,0.3023942,0.2389405,0.07823579,0.6321246,0.3896611,0.21180803,0.082146585,0.22483169,0.2780071,0.6513742,0.3762061,0.3780471,0.12539886,0.22644854,0.1811401,0.23182581
lph,0.16642185,0.13726327,0.27485615,0.43812725,0.108750165,0.40354323,0.121162534,0.3976003,0.33576876,0.83839464,0.5878198,0.33235943,0.5495972,0.12331672,0.4277652,0.54906726,0.12332202,0.112883225,0.63909304,0.1362988
lpj,0.27639794,0.19823241,0.7409306,0.26501057,0.10914022,0.09283971,0.9843438,0.16459455,0.19596618,0.46535653,0.396708,0.17721279,0.33239102,0.91906655,0.5649565,0.24905421,0.50443685,0.285863,0.45186496,0.20051691
lpl,0.6587386,0.76521814,0.25006092,0.48973337,0.16619083,0.106991336,0.054405063,0.17856121,0.86905295,0.8647939,0.21637556,0.53366053,0.15595911,0.13608158,0.7210318,0.08029953,0.29571164,0.19858421,0.7238526,0.21181214
lqm,0.18385217,0.6893551,0.23296803,0.2000809,0.100485235,0.7405979,0.6365515,0.6560655,0.8479834,0.093296245,0.8328227,0.36042613,0.492581,0.14147456,0.79982316,0.12208986,0.279679,0.51697606,0.8697096,0.9365613
lqq,0.81550884,0.1333406,0.52693963,0.36189336,0.6198229,0.5194666,0.30615318,0.30800804,0.5105973,0.9397819,0.65058637,0.8442254,0.23674822,0.38677898,0.86893344,0.6448734,0.6042176,0.8130744,0.6711932,0.33207646
lqs,0.25060853,0.3952313,0.26709807,0.67864215,0.3142168,0.19456474,0.27298155,0.5559424,0.21954432,0.8970896,0.8201736,0.2436583,0.44365335,0.2710322,0.38227105,0.16594632,0.12773149,0.46985203,0.07779999,0.31770688
lqw,0.22625017,0.8277948,0.67380846,0.6198226,0.24016699,0.3957945,0.3632428,0.19267963,0.71162325,0.39260036,0.7534474,0.6522236,0.83623725,0.7096002,0.8335018,0.7854114,0.3694265,0.19545558,0.28218308,0.8383461
lqy,0.9395304,0.44474864,0.23594885,0.20490193,0.1410989,0.38147718,0.21138377,0.52668,0.5233709,0.39565676,0.95724493,0.9512713,0.45390043,0.52904576,0.3443481,0.94901323,0.27028838,0.09053713,0.94686204,0.65529156
lrc,0.25760546,0.5015317,0.246351,0.36989462,0.30030674,0.80680704,0.86665225,0.28692433,0.7754989,0.30111074,0.09677325,0.16972958,0.33667806,0.80320764,0.24551502,0.45848027,0.19600427,0.7477436,0.27213663,0.21874127
lsh,0.17591053,0.18416479,0.5287251,0.53145206,0.6999819,0.12798658,0.2558369,0.84277207,0.56599295,0.59834397,0.17458008,0.775887,0.7599889,0.51454496,0.4927944,0.16030617,0.13229166,0.18514782,0.5428138,0.70230305
lsq,0.74629956,0.14318945,0.5302924,0.9042458,0.82351524,0.56664395,0.46747983,0.6924453,0.8660371,0.19102338,0.11985249,0.25083718,0.39026946,0.2074539,0.7277651,0.2389198,0.2966113,0.15802883,0.17642297,0.17812228
lsu,0.79696214,0.76764727,0.8263892,0.83106166,0.5501974,0.0950767,0.3472668,0.9004089,0.5006567,0.65098643,0.21349652,0.80227077,0.16479303,0.7950764,0.17642057,0.7137232,0.5139297,0.8730623,0.10557856,0.27782547
lsz,0.8664776,0.068483345,0.12002717,0.501695,0.12162858,0.80766916,0.87682694,0.38081965,0.5439681,0.77985704,0.7800584,0.6304715,0.15509564,0.099790566,0.51123106,0.7471949,0.2812516,0.88147855,0.14411366,0.47036207
ltt,0.19744492,0.071568355,0.325368,0.6440563,0.07963677,0.6949388,0.5601755,0.0741463,0.650877,0.5051874,0.23220712,0.9292525,0.07692979,0.76792604,0.13928469,0.5301415,0.47390753,0.34371394,0.41529644,0.19922152
lty,0.59185183,0.39520866,0.15838838,0.27985954,0.07404114,0.24995439,0.5968895,0.21209702,0.12097292,0.26859134,0.065508254,0.40861014,0.098622315,0.047688905,0.55363894,0.51479316,0.12180641,0.2612821,0.22905307,0.42774487
lub,0.44067618,0.13430929,0.43158567,0.17468077,0.18500628,0.10554328,0.26385745,0.15364027,0.17682676,0.47003296,0.58785695,0.32036448,0.88178205,0.25128555,0.24211258,0.45332223,0.20998721,0.37519568,0.3891735,0.9064195
lvj,0.09531249,0.15999237,0.1904437,0.44697446,0.39208472,0.27987948,0.68857056,0.45237896,0.36878526,0.12627888,0.7723205,0.3825463,0.7337382,0.15207681,0.32376897,0.13735363,0.5996957,0.67143655,0.14432016,0.10689908
lvo,0.6785091,0.052981187,0.30283022,0.32126325,0.53701866,0.18450296,0.6746605,0.4417947,0.086009435,0.20472059,0.37420017,0.44611213,0.12566379,0.59120524,0.3186816,0.4501031,0.64895993,0.45929992,0.093596995,0.24702278
lvy,0.37073153,0.28469327,0.7800029,0.35125798,0.31229204,0.2324055,0.21377926,0.35749307,0.46324933,0.20836842,0.44003397,0.8710898,0.19341853,0.7063644,0.34402084,0.6954709,0.38591564,0.33165345,0.546448,0.42133835
lwh,0.74009955,0.3905437,0.46806908,0.6028265,0.3931545,0.5762892,0.63338697,0.68267256,0.41067904,0.69645417,0.59999776,0.4472534,0.59884846,0.48311055,0.699528,0.7749085,0.3990414,0.43248934,0.38914666,0.45721912
lwi,0.7403014,0.33020455,0.10760598,0.4125597,0.5856831,0.10745509,0.07947126,0.11517985,0.7620288,0.93524265,0.6801828,0.27432406,0.5564887,0.34679353,0.9558697,0.08091377,0.8797288,0.71102476,0.84465706,0.10040629
lwk,0.52741,0.33487213,0.28667474,0.8941816,0.6618939,0.21881682,0.9035086,0.28198797,0.8411082,0.41374597,0.8798519,0.25360188,0.75567514,0.5139803,0.4217511,0.35373783,0.92779446,0.4539371,0.16211161,0.2122132
lwn,0.7652684,0.6193637,0.09337546,0.25083056,0.12440024,0.21563461,0.25711417,0.14280024,0.3797381,0.9473518,0.3385083,0.07290343,0.09317206,0.24895117,0.10180813,0.7457284,0.66618013,0.73203236,0.14074257,0.9624305
lwu,0.59328306,0.557823,0.6626748,0.4419315,0.53610235,0.09200009,0.089308,0.5352503,0.47213647,0.08875407,0.087428205,0.09382242,0.3186536,0.1569534,0.52713454,0.493429,0.090172,0.4236031,0.09710046,0.738209
lxf,0.30768627,0.19167897,0.14363657,0.33794904,0.16251999,0.2148071,0.43189487,0.18963619,0.42375815,0.22449766,0.7057327,0.16564207,0.48681402,0.8555356,0.20277542,0.1997366,0.0727856,0.8859368,0.39611214,0.18264025
lxp,0.66435766,0.8033739,0.41140795,0.57390356,0.6151395,0.115081444,0.6050291,0.07105314,0.40980065,0.34246865,0.73947984,0.42769015,0.545027,0.51967096,0.13791212,0.5689664,0.035624623,0.4808767,0.4486335,0.5148934
lxz,0.3331586,0.6261335,0.41608778,0.08624469,0.26547083,0.72095096,0.84015995,0.49568602,0.5055367,0.11454968,0.2439527,0.81624264,0.13309997,0.39532098,0.22822693,0.59322876,0.100550346,0.46433687,0.84459525,0.08616167
lyg,0.48090124,0.57253367,0.5732441,0.69333565,0.27660084,0.5603452,0.45726112,0.44458625,0.25304738,0.25070715,0.31408057,0.50064844,0.7663157,0.7271079,0.43752426,0.61677396,0.24088547,0.61383456,0.26435274,0.25178903
lyr,0.6314386,0.7581271,0.13245198,0.43935564,0.07885982,0.5609998,0.4036947,0.6010102,0.95541227,0.526391,0.4675436,0.7610743,0.36915594,0.18318766,0.16431051,0.51872754,0.29779625,0.51120305,0.29185462,0.3740318
lys,0.5067962,0.8303183,0.1309126,0.37683687,0.30714828,0.6357748,0.49245054,0.10982442,0.81562287,0.59435314,0.3913246,0.49634403,0.6345817,0.13611451,0.5178408,0.30296272,0.27037096,0.86746913,0.705634,0.69112873
lzp,0.09237321,0.21914092,0.26953334,0.5198773,0.37425137,0.2092269,0.27228922,0.4432901,0.4066587,0.4951241,0.1361677,0.17310467,0.16544206,0.04373146,0.3124493,0.06991956,0.07076159,0.1400346,0.655512,0.14416085
lzq,0.19067082,0.23369278,0.7318501,0.571181,0.34569842,0.23323298,0.24640033,0.18933745,0.5068159,0.24161291,0.58059645,0.4275561,0.2241757,0.2303913,0.47186732,0.26781029,0.5374109,0.525445,0.42916808,0.2125287
lzx,0.8366863,0.69295496,0.851474,0.71609306,0.81014955,0.44534653,0.28744373,0.13871376,0.9016814,0.5725602,0.13389389,0.11243653,0.13572276,0.5474782,0.57066226,0.14426762,0.11048393,0.82419926,0.46090937,0.36561856
mal,0.45158926,0.84668624,0.65696084,0.8859738,0.2245356,0.67878866,0.17299235,0.8348813,0.2924265,0.5768774,0.27782732,0.38735965,0.8381494,0.6280519,0.1597281,0.3336517,0.92275155,0.42881852,0.41706163,0.16001481
maw,0.6435305,0.6647456,0.64369154,0.8902396,0.5223941,0.38584065,0.23704383,0.6557882,0.19305384,0.24163732,0.40899298,0.2500527,0.9092759,0.2488707,0.83731025,0.2696175,0.27825445,0.30089703,0.16611743,0.31026596
mbd,0.036099713,0.612703,0.1699762,0.2099262,0.04598414,0.53846157,0.39778513,0.16780722,0.1250511,0.12718037,0.81058466,0.057046708,0.13369475,0.17856559,0.46172574,0.06067834,0.77201784,0.11383346,0.68919456,0.14048292
mbi,0.12253245,0.44093534,0.41949886,0.38928705,0.21022111,0.25456482,0.35944784,0.46490395,0.10225232,0.55630004,0.110673286,0.4000499,0.44574654,0.41908178,0.6554255,0.31231752,0.14281088,0.40255582,0.21434325,0.6189953
mbn,0.58277464,0.2580611,0.40823063,0.35531726,0.665112,0.29731798,0.5433849,0.3886881,0.24211109,0.36375058,0.33335787,0.2974115,0.24607776,0.34986877,0.23690614,0.336402,0.40663436,0.24843484,0.32421768,0.40236604
mbv,0.47235096,0.11557977,0.99484444,0.3782187,0.049636494,0.16981257,0.99503624,0.9955941,0.934917,0.17657846,0.16409364,0.14526859,0.20068906,0.3225047,0.15799463,0.09251845,0.25817925,0.99554837,0.39230543,0.15943624
mbw,0.18791111,0.9678607,0.06819852,0.17896512,0.11725311,0.08476777,0.35648313,0.1400743,0.11839385,0.18922496,0.13148215,0.09841429,0.0884984,0.270433,0.1254383,0.0889201,0.16652861,0.21951503,0.06547225,0.9881861
mbz,0.5073255,0.35517722,0.33434302,0.20299476,0.5418777,0.41909677,0.34320092,0.9191558,0.106988445,0.7912135,0.5171784,0.29811525,0.09281114,0.7777612,0.23280744,0.10991986,0.40961093,0.42337984,0.42063615,0.29995745
mcb,0.5120949,0.47930995,0.87985194,0.1220095,0.31770563,0.4806432,0.21187012,0.22809741,0.6272352,0.7471726,0.70145714,0.854875,0.1700598,0.7969997,0.5532072,0.44157907,0.62113535,0.4567954,0.83762634,0.86400855
mcs,0.7802383,0.42050123,0.7484697,0.4208104,0.7425915,0.692233,0.47045562,0.5543748,0.42484584,0.47074342,0.465192,0.3437627,0.53567517,0.52587736,0.59380364,0.5728102,0.5178138,0.3843896,0.53994566,0.6495848
mda,0.4418404,0.3250188,0.49479014,0.43162024,0.50589764,0.35826588,0.59620374,0.48629186,0.34875512,0.38144076,0.3410596,0.37806365,0.47331113,0.19221152,0.35293913,0.43371916,0.15896241,0.61125815,0.26227778,0.5624072
mdo,0.60612625,0.3474824,0.4085781,0.37057084,0.42213786,0.3941781,0.6821598,0.57435066,0.24675155,0.5987412,0.669119,0.5764674,0.3952632,0.38582975,0.5212939,0.58028996,0.30713165,0.19360176,0.65923786,0.18268597
mea,0.8283425,0.96394205,0.75763583,0.22907367,0.52054214,0.06842075,0.29089266,0.7010587,0.70871687,0.6949941,0.238342,0.9670614,0.91227007,0.16350293,0.51386046,0.9708537,0.06262255,0.5262706,0.61851394,0.8276936
meh,0.34682715,0.09617327,0.83430105,0.5971204,0.4083913,0.23985964,0.12869841,0.69570273,0.11349943,0.31513187,0.0958893,0.08305153,0.31957686,0.1361889,0.71458757,0.14423026,0.41900742,0.5302423,0.8255762,0.9189737
mes,0.6948611,0.5846964,0.62631035,0.189242,0.37450826,0.40448928,0.45320073,0.22864422,0.3348651,0.4341667,0.88748544,0.813906,0.25443012,0.5273613,0.49795476,0.20705447,0.60289997,0.502979,0.60552496,0.42777282
mfr,0.45401883,0.7016083,0.69280493,0.49657363,0.43964905,0.34570214,0.26981908,0.19445708,0.114848554,0.69965464,0.7581266,0.50844485,0.12422917,0.49881572,0.52867985,0.42605552,0.46505633,0.42687652,0.6297835,0.3484624
mgd,0.347215,0.35333082,0.741907,0.6033875,0.34961122,0.65445864,0.81300664,0.6398283,0.8443959,0.46536547,0.5689302,0.63152134,0.34170973,0.34899396,0.69312096,0.38530615,0.46595654,0.41958523,0.59069246,0.4722557
mge,0.3569829,0.15936351,0.26927435,0.09749088,0.25404352,0.43921626,0.20906708,0.21229571,0.08994494,0.27531105,0.25974494,0.3456512,0.3223564,0.3204896,0.24446887,0.3085644,0.26433802,0.12389302,0.53747153,0.25495508
mgq,0.85780734,0.29778412,0.20368692,0.8214493,0.66283786,0.15855616,0.8165908,0.104156464,0.5962997,0.7452476,0.51609695,0.52366066,0.72310495,0.665346,0.24572292,0.80780816,0.5236633,0.41641402,0.35094523,0.35394496
mgt,0.46035087,0.56594014,0.49114925,0.32056522,0.7615226,0.1827262,0.68895745,0.11879562,0.65492684,0.65804565,0.09006974,0.836013,0.17703316,0.81653476,0.30747825,0.26577574,0.15086493,0.65833056,0.10908977,0.3062292
mhc,0.16215777,0.32711178,0.73946166,0.17033485,0.33629364,0.32351345,0.76963687,0.12188668,0.37912178,0.12383084,0.8546802,0.091785595,0.56251776,0.66825426,0.30767128,0.83987135,0.43748838,0.31055972,0.63241476,0.85100836
mic,0.9960972,0.16559623,0.13396342,0.123157844,0.32228315,0.21716303,0.97368014,0.08347581,0.21791545,0.08586773,0.14727464,0.15439181,0.99761415,0.18091437,0.1832223,0.116654605,0.9783385,0.16169083,0.99770564,0.09659244
miw,0.15311961,0.21163368,0.17769065,0.1223066,0.6080832,0.105903804,0.09798115,0.20765774,0.5534517,0.103974506,0.28336737,0.098521166,0.9728016,0.09695597,0.23726822,0.17327988,0.49304718,0.22224262,0.34709227,0.9559444
miz,0.29466948,0.96573603,0.52866626,0.6677607,0.1661133,0.46966624,0.571231,0.1472412,0.50743705,0.19626749,0.48526227,0.27360433,0.16261442,0.907712,0.2193191,0.83289975,0.15192503,0.14630386,0.4251596,0.5968051
mjh,0.31643164,0.60325813,0.860168,0.44371447,0.32869813,0.86514646,0.51401055,0.3469497,0.6127384,0.5128099,0.47708696,0.518749,0.60786676,0.67905843,0.64811504,0.3255635,0.28198975,0.13280717,0.47175324,0.5733376
mkc,0.22437999,0.26614246,0.887133,0.776503,0.33552736,0.27864236,0.14716151,0.9096573,0.884342,0.36557305,0.92478645,0.34497052,0.91273427,0.91454387,0.29594308,0.19158912,0.36291528,0.38957843,0.4116435,0.2629547
mke,0.7312505,0.17647848,0.50626576,0.065476626,0.3541907,0.57653,0.3226043,0.24544004,0.1982885,0.107483156,0.55574745,0.6024964,0.31231537,0.17647648,0.088433094,0.19470614,0.52674496,0.63079536,0.448021,0.097444646
mkj,0.9482438,0.40862757,0.1222561,0.29819566,0.06578383,0.80615914,0.08200861,0.24086565,0.3705274,0.090800524,0.26517415,0.2174532,0.27570504,0.5651721,0.2232363,0.23534153,0.29179668,0.053830765,0.3278913,0.87509346
mkk,0.55181646,0.5135695,0.42901605,0.7166014,0.6140898,0.5239098,0.7739944,0.4711674,0.7848214,0.6683669,0.24505983,0.597803,0.65576214,0.5754529,0.40322852,0.47619236,0.7093258,0.5198845,0.6831279,0.50359637
mmc,0.5011492,0.1696947,0.26146522,0.103465855,0.31380838,0.38098222,0.5404388,0.2979889,0.26636353,0.24402457,0.09527385,0.55610555,0.6776349,0.09219089,0.5152304,0.07692038,0.09089288,0.30500805,0.54634506,0.68226177
mmv,0.41014767,0.7811395,0.63626754,0.43362665,0.7084297,0.53198326,0.790469,0.8149152,0.8083162,0.61064994,0.7130455,0.22091949,0.7061976,0.79776716,0.7768426,0.6437316,0.5486482,0.3072459,0.6534428,0.57946026
mnf,0.3151854,0.7028054,0.79306775,0.10905279,0.14107785,0.7382101,0.5973694,0.7493045,0.45039865,0.6701801,0.48441422,0.4552122,0.3083006,0.11967854,0.1106391,0.6688227,0.2343862,0.5765784,0.11763127,0.8502747
mod,0.43551305,0.7331619,0.2746064,0.24446577,0.71205705,0.1948092,0.55017674,0.42193192,0.7069526,0.34871766,0.8389933,0.41584933,0.34014535,0.6977506,0.8032093,0.6813197,0.5017619,0.7325767,0.3996399,0.64110446
moj,0.85508966,0.78582525,0.3718678,0.76187056,0.5360067,0.75328386,0.33756262,0.9172053,0.16448042,0.24674772,0.43358094,0.57118666,0.58226657,0.22964501,0.4135709,0.5214356,0.74405897,0.5367125,0.75526273,0.672853
mol,0.4539096,0.7709334,0.22689188,0.22475663,0.8463198,0.20291227,0.35653305,0.21414447,0.5780481,0.6736332,0.4953674,0.7494952,0.45059827,0.5115064,0.28241676,0.5261208,0.24060431,0.21588178,0.5116137,0.40733826
mot,0.062180486,0.095509954,0.10615503,0.12412104,0.16459689,0.9972553,0.13797644,0.94650954,0.17096625,0.9968941,0.41409323,0.95139515,0.09996843,0.100773945,0.11945376,0.4915461,0.24267825,0.99968565,0.23790956,0.09889829
mpf,0.09401633,0.10443148,0.04864423,0.7902,0.23628657,0.09495849,0.21807103,0.041384634,0.035145186,0.041102152,0.100626335,0.18395957,0.04082603,0.5015713,0.21412578,0.6547658,0.67952764,0.5075822,0.07645064,0.5751295
